Step,Time,Temp,PotEng,TotEng,Press,Volume
408000,407.999,81.128734,1404.0977,1446.034,126708.95,126539.61
409000,408.999,79.944547,1389.8376,1431.1619,125629.11,126729.11
410000,409.999,79.052043,1375.4497,1416.3126,124544.88,126920.22
411000,410.999,80.165153,1360.0111,1401.4494,123413.74,127112.96
412000,411.999,79.616901,1345.4346,1386.5895,122323.43,127307.35
413000,412.999,78.724466,1331.053,1371.7465,121243.22,127503.42
414000,413.999,79.010042,1316.063,1356.9042,120135.14,127701.17
415000,414.999,78.942595,1301.2544,1342.0607,119037.42,127900.64
416000,415.999,78.42522,1286.676,1327.2148,117951.62,128101.84
417000,416.999,78.334591,1271.8957,1312.3877,116858.1,128304.81
418000,417.999,77.82398,1257.3369,1297.565,115775.47,128509.55
419000,418.999,76.584805,1243.1572,1282.7448,114710.72,128716.1
420000,419.999,76.558011,1228.3621,1267.9359,113620.62,128924.48
421000,420.999,76.152338,1213.771,1253.135,112540.07,129134.71
422000,421.999,76.659609,1198.7156,1238.3418,111440.12,129346.82
423000,422.999,77.235392,1183.6309,1223.5547,110340.09,129560.83
424000,423.999,75.855345,1169.5718,1208.7823,109287.97,129776.77
425000,424.999,76.761676,1154.3502,1194.0292,108184.88,129994.66
426000,425.999,74.715167,1140.6562,1179.2773,107151.81,130214.53
427000,426.999,73.094438,1126.7481,1164.5314,106109.64,130436.42
428000,427.999,74.133406,1111.4827,1149.8031,105009.22,130660.35
429000,428.999,74.610739,1096.526,1135.0931,103923.25,130886.34
430000,429.999,75.520003,1081.3593,1120.3964,102829.9,131114.44
431000,430.999,73.105452,1067.9254,1105.7145,101814.62,131344.66
432000,431.999,73.440525,1053.0841,1091.0463,100738.7,131577.04
433000,432.999,71.720568,1039.3204,1076.3935,99711.583,131811.62
434000,433.999,72.52406,1024.2705,1061.759,98628.673,132048.42
435000,434.999,72.953882,1009.4322,1047.1429,97557.438,132287.48
436000,435.999,72.765513,994.92753,1032.5409,96502.558,132528.82
437000,436.999,72.83557,980.31307,1017.9626,95443.753,132772.5
438000,437.999,71.416823,966.48264,1003.3988,94421.274,133018.53
439000,438.999,71.472965,951.91276,988.85795,93367.523,133266.97
440000,439.999,71.34667,937.45653,974.33643,92321.142,133517.83
441000,440.999,70.980726,923.14564,959.83638,91282.059,133771.17
442000,441.999,70.211369,909.06642,945.35947,90254.368,134027.01
443000,442.999,70.120606,894.65858,930.90471,89215.129,134285.39
444000,443.999,69.83389,880.37531,916.47324,88181.543,134546.36
445000,444.999,69.303744,866.24226,902.06615,87156.788,134809.95
446000,445.999,69.612668,851.70035,887.68393,86116.162,135076.2
447000,446.999,69.414867,837.44693,873.32827,85089.584,135345.16
448000,447.999,68.487243,823.59755,858.99938,84081.913,135616.85
449000,448.999,68.354811,809.36424,844.69761,83060.367,135891.33
450000,449.999,67.464072,795.55151,830.42446,82057.308,136168.64
451000,450.999,67.256976,781.41508,816.18097,81043.428,136448.81
452000,451.999,66.400289,767.64479,801.96785,80046.345,136731.89
453000,452.999,66.425434,753.4495,787.78556,79032.48,137017.93
454000,453.999,66.770051,739.12119,773.63538,78015.806,137306.97
455000,454.999,66.414804,725.18758,759.51815,77017.337,137599.06
456000,455.999,65.165871,711.75022,745.4352,76041.9,137894.24
457000,456.999,66.397613,697.06538,731.38706,75015.213,138192.56
458000,457.999,64.961286,683.79629,717.37551,74050.765,138494.06
459000,458.999,65.227797,669.68337,703.40036,73052.139,138798.8
460000,459.999,65.610002,655.54918,689.46373,72055.692,139106.83
461000,460.999,64.480445,642.23582,675.5665,71094.54,139418.19
462000,461.999,64.539551,628.34882,661.71004,70112.426,139732.93
463000,462.999,63.55148,615.04479,647.89527,69156.446,140051.12
464000,463.999,63.350029,601.37463,634.12098,68186.928,140372.8
465000,464.999,63.097656,587.77779,620.39368,67222.923,140698.02
466000,465.999,62.381023,574.46508,606.71054,66273.03,141026.84
467000,466.999,61.364892,561.35297,593.07318,65333.17,141359.32
468000,467.999,62.266992,547.29562,579.48214,64356.245,141695.51
469000,468.999,60.78895,534.51991,565.94241,63435.422,142035.47
470000,469.999,61.289693,520.77911,552.46045,62476.423,142379.26
471000,470.999,60.668085,507.66198,539.022,61545.288,142726.93
472000,471.999,61.029373,494.0896,525.63637,60597.753,143078.56
473000,472.999,59.936846,481.34339,512.32543,59686.738,143434.19
474000,473.999,60.062867,468.00904,499.05621,58753.752,143793.9
475000,474.999,58.388379,455.67186,485.85348,57864.126,144157.75
476000,475.999,58.444843,442.52354,472.73434,56942.577,144525.8
477000,476.999,58.364542,429.48959,459.65888,56028.675,144898.13
478000,477.999,58.6232,416.35886,446.66186,55113.132,145274.79
479000,478.999,57.940389,403.81277,433.76282,54223.164,145655.86
480000,479.999,56.756979,391.61559,420.95391,53349.508,146041.41
481000,480.999,57.568938,378.41359,408.17163,52438.209,146431.51
482000,481.999,56.573827,366.31889,395.56254,51572.48,146826.25
483000,482.999,55.301123,354.44477,383.03054,50718.044,147225.69
484000,483.999,55.673628,341.80921,370.58754,49834.759,147629.92
485000,484.999,55.556992,329.51578,358.23381,48968.138,148039.02
486000,485.999,54.373764,317.99248,346.09889,48131.391,148453.08
487000,486.999,54.900379,305.60828,333.98691,47263.678,148872.18
488000,487.999,54.708284,293.73254,322.01188,46418.716,149296.4
489000,488.999,53.436259,282.58103,310.20283,45603.649,149725.85
490000,489.999,53.436752,270.88816,298.51022,44768.427,150160.61
491000,490.999,52.457785,259.81814,286.93416,43960.36,150600.78
492000,491.999,52.524482,248.28093,275.43143,43135.936,151046.45
493000,492.999,52.162151,237.14092,264.10413,42328.698,151497.7
494000,493.999,51.244679,226.36586,252.85482,41538.27,151954.65
495000,494.999,51.815908,214.90357,241.6878,40724.238,152417.38
496000,495.999,50.753092,204.40151,230.63636,39950.325,152885.99
497000,496.999,51.171521,193.21569,219.66683,39151.652,153360.57
498000,497.999,49.514282,183.1089,208.70339,38400.165,153841.2
499000,498.999,49.749977,172.15714,197.87347,37617.686,154327.99
500000,499.999,49.545037,161.50443,187.11482,36850.612,154821
501000,500.999,50.098606,150.51079,176.40732,36073.9,155320.35
502000,501.999,48.661149,140.49085,165.64435,35340.193,155826.1
503000,502.999,49.081121,129.6883,155.05889,34578.934,156338.35
504000,503.999,48.345168,119.42736,144.41753,33843.448,156857.17
505000,504.999,47.605372,109.21764,133.8254,33115.195,157382.66
506000,505.999,47.342688,98.85268,123.32465,32383.892,157914.91
507000,506.999,47.180735,88.464163,112.85242,31656.14,158453.99
508000,507.999,46.356433,78.459672,102.42184,30948.194,159000.01
509000,508.999,45.691377,68.442108,92.060498,30243.16,159553.06
510000,509.999,45.799137,58.137766,81.811859,29530.442,160113.22
510002,510.001,45.773562,58.130843,81.791716,29529.537,160114.35
510002,510.001,45.773562,58.130843,81.791716,29529.537,160114.35
511000,510.999,46.797469,57.627053,81.817195,29510.501,160114.35
512000,511.999,46.026583,58.010265,81.801927,29525.455,160114.35
513000,512.999,45.481841,58.270863,81.780941,29535.528,160114.35
514000,513.999,45.67827,58.185966,81.797581,29531.954,160114.35
515000,514.999,45.577474,58.221873,81.781386,29533.381,160114.35
516000,515.999,45.706306,58.161874,81.787982,29531.378,160114.35
517000,516.999,45.261201,58.370302,81.766329,29539.95,160114.35
518000,517.999,46.184793,57.930092,81.803534,29522.128,160114.35
519000,518.999,45.513844,58.257168,81.783789,29534.839,160114.35
520000,519.999,46.85777,57.568043,81.789355,29508.665,160114.35
521000,520.999,45.45269,58.272459,81.767469,29535.496,160114.35
522000,521.999,45.387814,58.309982,81.771457,29537.186,160114.35
523000,522.999,45.561978,58.224661,81.776163,29533.69,160114.35
524000,523.999,46.002083,58.021868,81.800866,29525.665,160114.35
525000,524.999,45.244082,58.364597,81.751776,29539.297,160114.35
526000,525.999,46.229448,57.892108,81.788633,29521.207,160114.35
527000,526.999,45.766696,58.136083,81.793407,29530.388,160114.35
528000,527.999,44.597336,58.690989,81.743857,29552.272,160114.35
529000,528.999,46.28403,57.870889,81.795628,29520.569,160114.35
530000,529.999,45.668073,58.143879,81.750222,29531.082,160114.35
530002,530.001,45.642041,58.160091,81.752979,29531.663,160114.35
